"","schid","c0110","c0112","c0114","c0116","c0120","c0121","c0122","c0125","c0129","c0134","c0136","c0138","c0140","c0139","c0141","c0143","c0142","c0144","c0146","c0150","c0153","c0155","c0158","c0162","c0166","c0170","c0169","c0161","c0157","c0163","c0165","c0167","c0174","c0183","c0176","c0181","c0175","c0177","c0179","c0186","c0600","c0602","c0604","c0606","c0608","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0610","c0612","c0614","c0616","c0618","c0621","c0622","c0624","c0626","c0628","c0630","c0632","c0636","c0638","c0640","c0642","c0644","c0646","c0648","c0650","c0652","c0654","c0656","c0658","c0660","c0661","c0663","c0665","c0667","c0669","c0671","c0674","c0676","c0678","c0681","c0682","c0684","c0686","c0266","c0268","c0265","c0267","c0269","c0270","c0272","c0278","c0271","c0273","c0274","c0276","c0277","c0279","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0705","c0688","c0374","c0376","c0378","c0381","c0383","c0385","c0387","c0382","c0380","c0384","c0386","c0389","c0391","c0393","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0578_source","c0580","strata","crisis","disalc","disdrug","disfire","disweap","incid","incpol","nonvioinc","nonviopol","othact","outsus","probwk","sec_ft","sec_pt","stuoff","svinc","svpol","vioinc","viopol","fr_urban","fr_lvel","fr_size","finalwgt","repfwt1","repfwt2","repfwt3","repfwt4","repfwt5","repfwt6","repfwt7","repfwt8","repfwt9","repfwt10","repfwt11","repfwt12","repfwt13","repfwt14","repfwt15","repfwt16","repfwt17","repfwt18","repfwt19","repfwt20","repfwt21","repfwt22","repfwt23","repfwt24","repfwt25","repfwt26","repfwt27","repfwt28","repfwt29","repfwt30","repfwt31","repfwt32","repfwt33","repfwt34","repfwt35","repfwt36","repfwt37","repfwt38","repfwt39","repfwt40","repfwt41","repfwt42","repfwt43","repfwt44","repfwt45","repfwt46","repfwt47","repfwt48","repfwt49","repfwt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0121","ic0122","ic0125","ic0129","ic0134","ic0136","ic0138","ic0140","ic0139","ic0141","ic0143","ic0142","ic0144","ic0146","ic0150","ic0153","ic0155","ic0158","ic0162","ic0166","ic0170","ic0169","ic0161","ic0157","ic0163","ic0165","ic0167","ic0174","ic0183","ic0176","ic0181","ic0175","ic0177","ic0179","ic0186","ic0600","ic0602","ic0604","ic0606","ic0608","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0610","ic0612","ic0614","ic0616","ic0618","ic0621","ic0622","ic0624","ic0626","ic0628","ic0630","ic0632","ic0636","ic0638","ic0640","ic0642","ic0644","ic0646","ic0648","ic0650","ic0652","ic0654","ic0656","ic0658","ic0660","ic0661","ic0663","ic0665","ic0667","ic0669","ic0671","ic0674","ic0676","ic0678","ic0681","ic0682","ic0684","ic0686","ic0266","ic0268","ic0265","ic0267","ic0269","ic0270","ic0272","ic0278","ic0271","ic0273","ic0274","ic0276","ic0277","ic0279","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0705","ic0688","ic0374","ic0376","ic0378","ic0381","ic0383","ic0385","ic0387","ic0382","ic0380","ic0384","ic0386","ic0389","ic0391","ic0393","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572","ic0578","ic0580"
"11",2025,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,2,2,1,2,4,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,2,-1,-1,1,1,2,2,2,3,3,3,3,3,1,1,1,2,2,1,2,1,1,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,5,4,5,5,5,5,5,5,4,4,5,4,5,5,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,80,95,5,3,3,95,31,30,"04112018",11,4,2018,0,30,134,7,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,4," 1",3,71.4631,73.5966,74.2765,71.5992,71.8055,72.5612,74.1833,71.4624,71.7069,72.2226,72.6691,71.7863,71.5953,73.1814,73.0686,72.9904,72.9612,72.7201,74.0515,74.9791,76.3932,72.6117,73.9441,69.9109,72.5136,72.8578,72.9255,72.9374,72.0151,73.3485,72.893,72.701,71.7056,72.0843,71.3261,73.8058,72.2493,73.8079,73.9785,0,73.6798,74.6454,73.7845,73.9793,71.7878,73.055,71.3585,73.9107,72.2881,72.8208,73.9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",219,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,1,3,1,1,1,1,2,4,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,-1,-1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,3,2,3,1,1,2,1,1,2,2,2,1,4,1,5,4,5,5,4,4,5,1,5,2,2,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,10,50,40,10,4,2,90,10,15,"02272018",27,2,2018,2,45,242,7,-1,-1,-1,-1,8,3,6,3,-1,-1,2,4,2,0,0,0,2,0,2," 2",4,9.4765,9.6332,9.6309,9.7135,9.5793,9.6879,9.6734,9.7224,9.9181,9.6927,9.5156,9.6247,9.7359,9.6707,9.8799,9.5742,9.6365,9.6906,9.6425,9.625,9.6765,9.5925,9.5697,9.6396,9.7688,9.8026,9.6307,9.5383,9.699,9.6112,9.4839,9.6199,9.8301,9.7562,9.6033,9.7113,9.6758,9.855,9.6874,9.6312,0,9.7459,9.6847,9.6102,9.8093,9.6224,9.671,9.7296,9.5003,9.6412,9.5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1128,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1,2,2,2,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,3,2,3,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,4,5,3,4,4,4,4,4,5,4,4,5,3,3,3,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,10,70,70,5,3,3,90,36,47,"06182018",18,6,2018,0,180,341,6,1,5,-1,-1,45,19,11,8,24,0,0,1,3,24,2,2,34,11,1," 3",4,8.7945,9.1003,8.994,8.9953,8.8581,8.8897,8.8988,8.9239,8.9834,9.1655,9.0516,9.0091,9.0237,9.1708,8.8784,9.0477,9.0787,9.0237,8.9328,8.7981,8.9374,8.9395,8.8182,8.77,8.8433,8.9672,8.8574,0,8.8093,8.8342,8.948,9.0992,8.8651,9.0238,8.87,8.9438,8.9538,8.9089,9.0547,9.1303,9.1542,8.9031,8.969,8.9707,9.0326,9.149,9.04,9.0882,8.9783,8.9318,9.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"14",3448,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,1,2,3,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,3,3,3,3,3,1,2,3,1,3,3,2,2,4,2,4,4,4,5,5,5,4,2,5,3,4,3,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,8,80,76,17,3,3,93,66,90,"03192018",19,3,2018,0,30,341,7,2,4,-1,-1,26,7,18,7,0,21,2,1,0,22,0,0,8,0,1," 3",4,8.7945,9.1003,8.994,8.9953,8.8581,8.8897,8.8988,8.9239,8.9834,9.1655,9.0516,9.0091,9.0237,9.1708,8.8784,9.0477,9.0787,9.0237,8.9328,8.7981,8.9374,8.9395,8.8182,8.77,8.8433,8.9672,8.8574,8.8866,8.8093,8.8342,8.948,9.0992,8.8651,9.0238,8.87,8.9438,8.9538,8.9089,0,9.1303,9.1542,8.9031,8.969,8.9707,9.0326,9.149,9.04,9.0882,8.9783,8.9318,9.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",3359,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,-1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,2,-1,-1,2,-1,-1,1,1,3,3,3,3,3,1,1,1,1,2,1,2,1,1,1,1,1,2,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,4,4,2,3,3,4,4,4,5,4,2,4,2,3,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,18,45,65,7,4,3,90,91,35,"04032018",3,4,2018,0,30,343,8,1,19,-1,5,62,24,28,10,43,18,2,1,0,64,4,4,34,14,3," 3",4,11.5356,11.7431,11.8804,11.7487,11.9395,11.8438,11.9437,11.8165,11.5767,0,11.5001,11.6429,11.9001,11.9023,11.8646,11.9118,11.6461,11.6547,12.006,11.7003,11.8303,11.708,11.8682,11.6958,11.7336,11.8093,11.5052,11.6648,11.5247,11.6113,11.6771,11.8531,11.3731,11.7615,11.5682,11.4454,11.9526,11.7144,11.9842,11.6856,11.9074,11.6347,11.75,11.6294,12.0108,11.863,11.7998,12.0105,11.9341,12.1684,12.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",3217,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,3,2,2,3,3,3,2,2,3,3,3,2,2,5,4,4,4,4,5,5,5,4,4,5,3,3,4,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,35,15,20,3,2,3,88,2,32,"05072018",7,5,2018,2,35,342,5,1,1,-1,-1,7,5,5,4,0,2,0,1,2,7,1,0,2,1,2," 3",4,9.6961,9.8404,9.8262,10.0494,9.7414,9.9016,9.7826,0,9.8216,9.9897,9.9078,9.8985,9.9325,9.9776,9.6853,10.0119,9.8409,9.9453,9.818,9.9546,9.9612,9.9642,9.8841,9.9381,9.8951,9.8931,10.0466,9.8967,9.8727,9.9846,9.8993,9.9184,9.8207,10.0227,10.0424,9.8307,9.9412,9.6439,10.0158,9.9735,9.9539,9.761,9.9143,9.8961,9.8134,9.7951,9.8167,9.9133,9.7651,9.9236,9.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"17",310,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,-1,2,2,2,2,1,4,3,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,2,3,3,3,3,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,3,3,3,3,3,1,3,3,2,3,3,2,1,5,4,5,5,5,5,5,5,5,4,5,5,5,5,2,-1,2,-1,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,8,50,75,10,3,3,95,15,20,"05222018",22,5,2018,0,60,114,8,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,2,0,0,0,0,0,4," 1",1,121.8157,124.8591,125.2133,124.0374,126.264,125.6026,124.3612,125.6661,125.2947,123.1264,123.7647,123.705,124.6076,124.9868,125.6894,125.7085,121.5393,127.7321,126.2552,123.89,125.6568,123.8837,123.6872,123.4361,123.8572,121.3276,123.3141,123.3534,124.5951,123.1608,124.6366,124.0046,123.5621,123.2853,123.6878,125.0593,124.508,121.6147,123.878,125.0221,124.7396,123.5897,125.7831,124.0724,123.6554,0,125.3337,124.3438,124.8141,122.9193,123.5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",624,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,2,2,1,1,3,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,-1,-1,2,-1,-1,1,1,1,2,3,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,5,5,4,5,5,4,5,2,2,2,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,60,70,8,3,3,92,36,32,"04232018",23,4,2018,0,60,324,8,-1,2,1,-1,5,3,3,3,6,0,0,0,1,9,0,0,2,0,4," 3",2,14.701,15.0934,14.9225,15.2764,15.0289,14.8576,15.1322,15.0261,14.785,0,15.0816,15.0496,14.9172,15.0443,15.1768,14.7907,15.1934,14.9031,14.862,14.8656,15.0034,15.1904,15.2296,15.1081,14.9505,15.1566,14.848,14.9962,15.1024,14.8624,14.8208,14.9428,15.2827,15.1192,15.029,14.9185,15.2932,15.1585,14.685,14.9897,14.8026,14.9056,14.9793,15.0119,14.8846,15.203,15.1598,14.7888,14.786,14.7671,15.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",4268,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,-1,1,1,1,2,2,2,4,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,-1,-1,2,-1,-1,2,2,2,2,3,3,3,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,3,2,1,2,1,2,1,2,2,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,1,4,1,2,-1,1,2,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,60,30,60,8,2,2,89,0,47,"03052018",5,3,2018,0,65,331,5,-1,6,2,2,14,4,5,4,0,6,0,2,0,36,0,0,9,0,1," 3",3,17.9256,17.8682,18.3563,18.0033,17.9991,18.3625,18.3476,18.3703,18.5376,18.4918,18.4845,18.5966,18.3405,18.5163,18.5831,18.8292,18.3499,18.0523,17.8021,18.1892,18.1368,18.6028,18.1552,18.0014,18.6191,18.0095,18.3064,18.707,18.5824,18.2329,18.3867,0,18.6884,18.6744,17.9184,18.4163,17.8383,17.9253,18.3556,18.3759,18.5426,18.1303,17.7528,18.4059,18.3169,18.327,17.9751,18.164,18.2812,18.4396,18.2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0
"20",1375,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,-1,2,1,1,2,1,3,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,3,4,4,5,5,4,5,4,3,5,3,4,5,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,15,80,85,7,3,3,91,13,19,"04252018",25,4,2018,0,95,323,8,-1,1,-1,-1,9,2,5,2,12,0,0,1,0,13,0,0,4,0,3," 3",2,19.6143,19.8663,20.135,20.0229,20.1115,20.1372,20.4043,19.9011,19.3198,19.795,19.5993,19.6964,20.0939,20.2826,0,20.3169,20.0832,19.5702,20.1218,19.848,20.4709,20.0006,20.3371,19.6337,20.0495,20.1783,20.1042,19.7967,19.7181,19.7306,19.8594,20.1171,19.7755,20.0075,19.7756,19.7336,20.3804,20.1033,20.166,19.9944,20.437,19.7527,19.9506,19.8175,20.3749,19.9892,20.107,20.2281,19.9874,20.3223,20.2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",4656,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,2,-1,-1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,2,3,3,2,2,2,2,1,5,3,5,5,5,5,5,3,3,2,5,4,4,4,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,0,0,0,6,3,3,95,12,8,"02272018",27,2,2018,0,35,233,8,-1,5,-1,-1,8,8,5,5,0,3,1,1,0,8,0,0,3,3,3," 2",3,11.756,11.9818,12.2078,12.2993,12.0368,12.1109,11.9797,12.1245,12.4408,12.3043,12.148,12.3063,11.9493,11.9849,12.0826,12.0043,12.0037,12.2178,12.055,12.0474,12.0506,12.1176,11.9101,12.0521,11.8836,12.0904,11.951,11.5875,11.9358,11.7663,11.9374,11.6059,11.8413,11.8904,12.1112,11.782,11.9236,0,11.7918,11.9251,11.7741,11.9544,11.8578,11.8686,12.0111,12.1286,11.8173,11.8449,11.9598,11.9875,12.3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
