"","schid","c0110","c0112","c0114","c0116","c0120","c0121","c0122","c0125","c0129","c0134","c0136","c0138","c0140","c0139","c0141","c0143","c0142","c0144","c0146","c0150","c0153","c0155","c0158","c0162","c0166","c0170","c0169","c0161","c0157","c0163","c0165","c0167","c0174","c0183","c0176","c0181","c0175","c0177","c0179","c0186","c0600","c0602","c0604","c0606","c0608","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0610","c0612","c0614","c0616","c0618","c0621","c0622","c0624","c0626","c0628","c0630","c0632","c0636","c0638","c0640","c0642","c0644","c0646","c0648","c0650","c0652","c0654","c0656","c0658","c0660","c0661","c0663","c0665","c0667","c0669","c0671","c0674","c0676","c0678","c0681","c0682","c0684","c0686","c0266","c0268","c0265","c0267","c0269","c0270","c0272","c0278","c0271","c0273","c0274","c0276","c0277","c0279","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0705","c0688","c0374","c0376","c0378","c0381","c0383","c0385","c0387","c0382","c0380","c0384","c0386","c0389","c0391","c0393","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0578_source","c0580","strata","crisis","disalc","disdrug","disfire","disweap","incid","incpol","nonvioinc","nonviopol","othact","outsus","probwk","sec_ft","sec_pt","stuoff","svinc","svpol","vioinc","viopol","fr_urban","fr_lvel","fr_size","finalwgt","repfwt1","repfwt2","repfwt3","repfwt4","repfwt5","repfwt6","repfwt7","repfwt8","repfwt9","repfwt10","repfwt11","repfwt12","repfwt13","repfwt14","repfwt15","repfwt16","repfwt17","repfwt18","repfwt19","repfwt20","repfwt21","repfwt22","repfwt23","repfwt24","repfwt25","repfwt26","repfwt27","repfwt28","repfwt29","repfwt30","repfwt31","repfwt32","repfwt33","repfwt34","repfwt35","repfwt36","repfwt37","repfwt38","repfwt39","repfwt40","repfwt41","repfwt42","repfwt43","repfwt44","repfwt45","repfwt46","repfwt47","repfwt48","repfwt49","repfwt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0121","ic0122","ic0125","ic0129","ic0134","ic0136","ic0138","ic0140","ic0139","ic0141","ic0143","ic0142","ic0144","ic0146","ic0150","ic0153","ic0155","ic0158","ic0162","ic0166","ic0170","ic0169","ic0161","ic0157","ic0163","ic0165","ic0167","ic0174","ic0183","ic0176","ic0181","ic0175","ic0177","ic0179","ic0186","ic0600","ic0602","ic0604","ic0606","ic0608","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0610","ic0612","ic0614","ic0616","ic0618","ic0621","ic0622","ic0624","ic0626","ic0628","ic0630","ic0632","ic0636","ic0638","ic0640","ic0642","ic0644","ic0646","ic0648","ic0650","ic0652","ic0654","ic0656","ic0658","ic0660","ic0661","ic0663","ic0665","ic0667","ic0669","ic0671","ic0674","ic0676","ic0678","ic0681","ic0682","ic0684","ic0686","ic0266","ic0268","ic0265","ic0267","ic0269","ic0270","ic0272","ic0278","ic0271","ic0273","ic0274","ic0276","ic0277","ic0279","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0705","ic0688","ic0374","ic0376","ic0378","ic0381","ic0383","ic0385","ic0387","ic0382","ic0380","ic0384","ic0386","ic0389","ic0391","ic0393","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572","ic0578","ic0580"
"2115",2997,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,2,2,4,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,3,3,3,3,1,1,1,1,2,1,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,3,5,5,5,5,5,5,4,4,5,3,3,3,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,15,60,50,8,3,3,96,28,39,"02282018",28,2,2018,0,120,224,8,-1,-1,-1,2,1,1,1,1,0,1,0,2,0,1,0,0,0,0,4," 2",2,14.1247,14.428,14.4364,14.3588,14.2713,14.2582,14.42,14.1161,14.3229,14.3357,14.4837,14.3507,14.4932,14.3326,14.3782,14.3576,14.4375,14.2386,14.2945,14.4837,14.3385,14.4479,14.4135,14.332,14.6625,14.3155,14.4224,14.5679,14.2976,14.3163,14.4747,14.4669,14.4105,0,14.3667,14.5165,14.6663,14.6123,14.5477,14.3751,14.3695,14.2656,14.3528,14.5557,14.3828,14.6611,14.5484,14.3,14.4593,14.3589,14.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2116",4658,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,4,4,1,1,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,1,1,1,2,3,3,3,3,3,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,3,3,3,2,3,3,3,2,3,3,2,1,5,4,5,5,5,5,5,4,5,5,5,4,4,5,2,-1,2,-1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,5,75,80,2,3,3,98,10,5,"03082018",8,3,2018,0,30,132,7,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,2,0,0,0,0,0,2," 1",3,60.9483,62.5454,64.1171,61.4348,61.0536,63.7123,63.9445,62.6186,61.4082,62.0036,62.817,61.1892,61.5648,61.5627,61.1681,63.0139,62.8759,62.7033,62.4304,62.8146,62.1067,61.9943,61.5485,61.8437,63.4631,0,61.8919,61.9591,64.1211,61.5489,60.8083,63.172,62.4337,62.2034,61.3635,62.4499,62.1331,61.1959,63.8724,61.0602,63.0722,60.8838,61.6882,60.7203,63.1428,63.1895,61.589,61.1202,61.2334,62.1295,62.4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
"2117",3515,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,-1,2,1,1,2,1,4,4,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,3,3,3,3,3,2,-1,-1,1,1,1,3,3,3,3,3,3,3,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,3,3,2,3,3,2,2,3,2,3,3,2,1,3,4,4,4,4,5,4,4,2,2,5,2,4,4,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,10,80,75,10,4,3,98,58,52,"03012018",1,3,2018,0,90,232,7,-1,1,-1,0,57,3,6,0,17,1,2,0,2,19,1,0,51,3,2," 2",3,14.1561,14.4833,14.8498,14.5621,14.1622,14.6087,14.6025,14.2812,14.3927,14.4368,14.5284,14.3677,14.2713,14.4054,14.1995,14.2414,14.7355,14.2107,14.4587,14.4194,14.3337,14.4853,14.0386,14.2953,14.9134,14.568,14.5072,14.2464,15.0115,0,14.2844,14.6852,14.3946,14.3959,14.4362,14.3512,14.4782,14.2602,14.9528,14.2832,14.6807,14.3523,14.2231,14.2736,14.6894,14.7206,14.2811,14.2452,14.4083,14.5834,14.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2118",135,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,4,4,1,1,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,5,5,5,5,5,5,4,4,5,4,4,5,1,2,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,5,80,100,4,4,3,94,12,9,"03052018",5,3,2018,0,50,132,3,-1,-1,-1,-1,6,0,1,0,5,0,0,0,0,2,0,0,5,0,2," 1",3,62.7513,64.0281,64.0505,63.4396,63.4558,64.7851,64.8258,64.6398,64.1033,63.0103,63.6202,63.4173,63.6445,63.2284,0,64.6949,64.1538,64.0386,64.1156,63.558,64.1273,63.683,64.1905,63.5169,63.9063,64.1228,64.0715,64.3464,64.6423,64.2553,63.2492,64.1665,65.0226,65.195,63.9798,65.0652,63.4166,64.6396,64.5034,63.4819,63.2112,63.337,64.2034,63.6445,64.638,64.4444,64.261,65.2697,63.1375,63.3963,63.6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0
"2119",1214,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,3,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,3,1,2,-1,-1,2,-1,-1,2,2,1,2,2,3,3,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,1,3,2,4,4,4,4,4,5,4,3,5,1,2,2,2,-1,1,2,1,1,1,1,2,-1,2,-1,1,2,1,1,1,1,1,1,2,-1,10,85,90,5,3,3,90,10,6,"03192018",19,3,2018,0,35,232,5,-1,1,-1,1,4,4,2,2,1,3,1,1,0,5,0,0,2,2,2," 2",3,14.8753,15.1926,15.0281,15.2369,14.8619,15.2576,15.0207,15.1723,14.9289,14.8942,14.9871,15.2575,14.9522,14.7323,15.2482,14.77,15.3926,14.8881,15.1762,15.1122,15.2173,15.1659,15.1306,15.3426,15.3521,15.2478,14.9114,14.8769,15.784,0,15.1882,15.5305,15.2739,15.057,14.9473,15.4123,15.8024,15.516,14.991,15.5558,15.3738,15.427,15.1077,15.1551,15.3294,14.9283,15.2887,15.0926,14.9881,15.1787,15.4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2120",2858,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,-1,2,2,2,2,2,4,3,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,3,3,3,3,1,2,-1,-1,2,-1,-1,3,3,3,3,3,3,3,2,2,1,1,1,1,2,1,2,1,1,2,1,2,3,3,2,3,2,3,2,2,3,3,1,1,3,2,1,4,4,4,4,4,4,4,5,5,5,5,4,4,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,20,80,80,9,3,2,95,31,27,"03082018",8,3,2018,2,40,223,7,-1,-1,-1,-1,14,13,0,0,13,0,0,0,1,13,1,0,14,13,3," 2",2,21.2556,21.8566,21.6586,21.8876,21.6977,21.6929,21.9285,21.8183,0,22.1284,22.3759,21.7337,22.0388,21.6345,21.4491,21.7891,21.8592,21.87,21.7507,21.2812,21.5953,21.6236,21.869,21.556,21.6096,21.6955,21.912,21.792,21.2548,21.5585,21.4989,21.3451,21.9266,21.5399,21.5529,21.4838,21.3445,21.6419,21.6306,21.2273,21.7145,21.5926,21.5363,21.7171,21.6688,21.6393,21.8582,21.4853,21.9135,21.5868,21.5093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2121",1135,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,2,2,1,1,1,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,2,2,1,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,2,3,3,3,3,1,3,2,2,3,3,2,1,4,2,4,5,5,5,5,5,4,4,5,2,2,2,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,10,78,90,6,4,3,93,39,55,"03082018",8,3,2018,0,75,344,8,4,3,-1,4,10,6,7,6,4,5,1,0,0,15,0,0,3,0,4," 3",4,8.125,8.4823,8.4142,0,8.3396,8.3031,8.3681,8.2835,8.3211,8.1864,8.2602,8.2409,8.2507,8.2884,8.2856,8.2384,8.2142,8.3201,8.2708,8.2939,8.2863,8.2698,8.3364,8.2439,8.178,8.3069,8.0501,8.2341,8.216,8.219,8.1809,8.25,8.1382,8.2359,8.2511,8.1631,8.2825,8.3667,8.1837,8.4589,8.1862,8.487,8.4141,8.2699,8.3415,8.5379,8.2362,8.2903,8.2564,8.3872,8.5952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2122",4772,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,-1,2,2,2,2,2,4,4,1,1,2,1,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,2,3,1,3,3,3,3,3,1,2,2,2,2,1,2,1,1,2,2,1,1,2,3,1,3,3,3,2,1,1,2,2,1,2,2,2,1,3,2,4,4,4,4,4,5,4,3,5,3,3,3,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,15,65,70,5,3,3,93,79,67,"03132018",13,3,2018,1,100,244,7,-1,3,-1,2,16,3,7,3,7,5,1,0,0,12,1,0,9,0,4," 2",4,8.7793,8.9975,9.0857,8.9273,8.8708,9.0313,8.9842,8.904,9.088,8.9175,8.8674,8.825,9.0249,8.9531,9.0434,9.0007,8.9264,9.1148,8.8553,9.3219,9.1496,8.8527,8.943,8.8082,8.9637,8.9812,8.7899,8.8348,8.8379,8.8705,8.8822,8.8609,8.8893,8.8915,8.841,9.0658,8.9886,9.1495,8.7981,9.1609,9.0697,9.2001,9.0428,8.8152,9.0607,9.0088,8.8171,0,8.7382,8.9361,9.1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"2123",4570,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,3,3,2,1,2,2,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,3,3,3,3,3,2,3,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,2,3,2,3,1,3,3,1,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,2,2,-1,1,2,1,2,1,2,1,2,1,1,1,2,2,-1,1,1,2,-1,60,80,90,5,3,3,94,27,28,"03202018",20,3,2018,0,25,124,7,-1,-1,-1,-1,1,0,1,0,-1,-1,0,1,1,0,0,0,0,0,4," 1",2,74.8402,76.0744,75.3087,76.2643,75.9794,74.2846,76.4096,75.2102,75.6851,77.2237,76.1253,76.4144,74.8683,77.1603,76.9343,75.1597,76.0493,75.4284,77.4172,76.9827,78.5191,77.0164,76.7358,76.3892,77.1693,76.2277,76.0092,76.6865,75.6471,77.5992,76.4004,75.8423,76.2409,77.0223,76.3461,76.804,76.9606,77.5892,77.0508,76.1533,76.8284,76.055,76.3449,78.0634,74.7251,76.2364,76.515,77.3692,0,75.0364,75.2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2124",708,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,-1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,3,2,3,3,2,4,4,3,4,4,4,5,4,5,4,5,5,3,3,3,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,2,1,2,1,1,1,1,2,-1,15,70,70,5,2,2,88,66,92,"02282018",28,2,2018,0,30,332,4,1,0,-1,2,9,4,4,4,3,0,0,3,2,4,0,0,5,0,2," 3",3,15.3735,15.5857,15.4788,15.5172,15.4835,15.7615,15.5401,15.7997,15.8583,15.5171,0,15.9461,15.7239,15.6833,15.8302,15.9132,15.7012,15.5846,15.3996,15.5798,15.7689,15.5334,15.5739,15.6241,15.924,15.5208,16.1051,15.6313,16.0066,15.8524,15.7361,15.5124,15.9399,15.9782,15.7338,16.1057,15.5359,15.8008,15.6255,15.6357,15.5917,15.5391,15.5783,15.8564,15.8798,15.5808,15.6497,16.0301,15.4115,15.4601,15.3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2125",77,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,-1,2,2,2,2,2,4,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,3,3,3,3,1,1,1,1,1,1,1,1,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1,3,3,1,3,3,2,2,2,2,2,4,3,4,4,4,4,4,5,5,5,5,4,5,4,2,-1,2,-1,1,2,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,40,35,40,6,3,3,88,40,10,"05152018",15,5,2018,0,50,233,7,-1,-1,-1,-1,13,8,1,1,-1,-1,0,0,2,0,2,2,12,7,3," 2",3,10.6275,10.8451,10.7985,11.123,10.8973,10.8984,10.8775,11.047,11.1908,11.0402,11.1542,10.9713,10.9443,10.8242,10.6953,10.7922,11.1164,10.9934,10.9346,10.7822,10.8396,10.862,10.8781,10.8271,10.6795,10.7983,10.804,10.8125,10.8252,10.8789,10.8209,10.6332,10.9495,10.705,10.8866,10.7623,10.6336,10.7472,10.6877,10.6173,10.7203,10.847,10.6877,10.72,10.8187,10.7752,10.836,10.8616,10.8837,10.7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,7,0,7,0,7,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
